time,P1,P4,P6
0.0,0.0,0.0,0.0
10.0,0.011664810436796872,0.6307795842512811,0.012130401993418357
20.0,0.023117199221971238,1.2212362852284318,0.02561667606880082
30.0,0.03286841214844411,1.69889059638997,0.05876059889111712
40.0,0.04117077673486048,2.0852617546075454,0.17313612709707482
50.0,0.048241560286114746,2.3976352419324707,0.37004016562494757
60.0,0.05433869770745,2.6495932621278246,0.5559061167020548
70.0,0.05998699961970583,2.8522371191620337,0.6618326087914762
80.0,0.06538167600739747,3.01540216991492,0.6834342859416155
90.0,0.06994918372996395,3.14741744456677,0.6508487867020447
100.0,0.07342509357831956,3.2546967146188948,0.5946365742701344
110.0,0.07603852331654168,3.3420484108351145,0.5333994102619951
120.0,0.07807703206973973,3.413188986709754,0.4756977197692397
130.0,0.07972763425242999,3.4710929020129675,0.42452169520362326
140.0,0.0810964311727938,3.5181848735248864,0.3807625215126868
150.0,0.0822463906273303,3.55645080881189,0.34599719644679455
160.0,0.08321931215091424,3.587509252885859,0.3280837665992834
170.0,0.08404720460092859,3.6126426170602484,0.3569110236452353
180.0,0.08477776106067962,3.6326894179432028,0.5024136839390503
190.0,0.08632189922188571,3.6472096402425134,0.8326834298593949
200.0,0.11796505948081826,3.651571512002799,1.3267542132936017
210.0,0.41317723049770794,3.633914496636516,1.8987529979437165
220.0,1.0203849686149467,3.5792368561213466,2.4761779342359733
230.0,1.6383211730737346,3.478880636830569,3.0279452430739098
240.0,2.177160573579476,3.333607766583912,3.5564286339511875
250.0,2.6241250657771356,3.152353363292999,4.035256735459945
260.0,2.972168613859669,2.9503548675249816,4.450978924627742
270.0,3.2113885662720607,2.742055087902702,4.80840261877616
280.0,3.3349916314768087,2.537987584897892,5.115067873668682
290.0,3.34761643220549,2.344860921357405,5.378016751718096
300.0,3.267177332376504,2.166442692879682,5.60341495556607
310.0,3.119099571295326,2.0044446194885635,5.796575101769655
320.0,2.928849175317239,1.8592252049949134,5.962042282943295
330.0,2.7173992037913504,1.730300050050914,6.103675820447197
340.0,2.500012862463054,1.6166962933285303,6.224709245408983
350.0,2.286861136303481,1.5171924878844845,6.327786272180326
360.0,2.0842097031986015,1.430477726480226,6.414997845251446
370.0,1.895560454711026,1.3552529857185882,6.488002289786917
380.0,1.7225511828240458,1.2902847014925864,6.548329662622064
390.0,1.5656091841012005,1.2344172490935883,6.597743917795143
400.0,1.4244037910294574,1.1865620326097157,6.638267017098036
410.0,1.2981527989302692,1.145693393521335,6.671824607473162
420.0,1.1858255445112407,1.1108616629442258,6.69995451293196
430.0,1.086276450016061,1.0812097833608392,6.723773687888609
440.0,0.9983304112493341,1.0559818675770427,6.744082043242076
450.0,0.9208363306846018,1.034521881476581,6.761470944545841
460.0,0.8526992279680509,1.0162661374211945,6.776397433119137
470.0,0.7928981194752611,1.0007331654130829,6.789228514151387
480.0,0.7404946984509284,0.987513135725134,6.800266570204639
490.0,0.6946378006861776,0.976257961720696,6.809759732544986
500.0,0.6545830693101549,0.9666732859665108,6.817863185184449
510.0,0.6198349779906108,0.9585175301205265,6.824380463792519
520.0,0.5907024045672384,0.9516246016347852,6.82799587796115
530.0,0.5694347030963725,0.945976382727889,6.82483453082924
540.0,0.5616890069729386,0.9418653796555836,6.805458130039536
550.0,0.5788823454030907,0.9402784875574244,6.74759697282268
560.0,0.6429033731121986,0.9438124030781676,6.603827406809978
570.0,0.7909932942198685,0.9583953179060926,6.302924876712264
580.0,1.0648969793803562,0.9947424307749899,5.811210182236807
590.0,1.4673052640406068,1.0654653658717679,5.226340421941247
600.0,1.9385372559244596,1.1705823938267037,4.844022428258737
610.0,2.4069487473381415,1.2771245919788046,4.867382856288155
620.0,2.83298872332936,1.3516000616448443,5.078033809453726
630.0,3.205325520969999,1.3897768144823561,5.3154828651483665
640.0,3.5255084030958734,1.3995075965892032,5.536483970831387
650.0,3.7991409524262463,1.3894232546714291,5.732380986078757
660.0,4.032451011991366,1.3664685888117225,5.903136874780166
670.0,4.231210207469399,1.335780893792624,6.050929572314464
680.0,4.400480004489452,1.3010183166499127,6.178403802837627
690.0,4.544617772394556,1.264719112472077,6.288145693617285
700.0,4.667348927767026,1.2285946119732327,6.382518136416637
710.0,4.771850287735241,1.193759118377949,6.463616033956951
720.0,4.860828680822059,1.1608999436074388,6.5332742481635675
730.0,4.936589463733387,1.1304032858764248,6.593086747299946
740.0,5.0010958622021535,1.102446054336456,6.644433120376805
750.0,5.056019578175203,1.0770624454424056,6.688503987169076
760.0,5.102784010121235,1.0541920609194426,6.726325180306167
770.0,5.142601283076656,1.0337146961038757,6.758779652030835
780.0,5.176503457275524,1.0154744387526762,6.786626688563545
790.0,5.20536919953877,0.9992967205534395,6.810518804703811
800.0,5.229946685052205,0.9850004940205378,6.83101660126631
810.0,5.2508729816245046,0.972406178630594,6.8486015468097845
820.0,5.268690487235327,0.961340768219614,6.863687021060297
830.0,5.283861005984629,0.9516411399442102,6.876627877347014
840.0,5.296777675128207,0.9431558399015603,6.887728652128039
850.0,5.307775346378738,0.9357460239541396,6.897250780177918
860.0,5.3171392483243425,0.9292855909642765,6.905418687357757
870.0,5.325112151794942,0.9236607463048836,6.912424893876236
880.0,5.331900645409894,0.9187694297299319,6.918434510356108
890.0,5.337680631763656,0.914520659982573,6.92358919846658
900.0,5.342601941503817,0.9108337087046714,6.9280105319234915
910.0,5.3467921629436574,0.9076371701605661,6.931802819425286
920.0,5.350359905339904,0.9048680595489446,6.935055528738294
930.0,5.353397630279133,0.9024709799350923,6.937845401255139
940.0,5.3559840724353265,0.9003973361288288,6.940238273486221
950.0,5.35818627845429,0.8986045879087793,6.9422906259340955
960.0,5.360061333787881,0.8970555539761292,6.944050906807043
970.0,5.361657837857501,0.8957177870977814,6.945560670525445
980.0,5.363017150172845,0.894563021624635,6.946855546235817
990.0,5.3641744838934855,0.8935666652452919,6.947966093152087
1000.0,5.365159748465209,0.8927073656770464,6.948918469108205
1010.0,5.365998651843336,0.8919665089322046,6.9497352908395245
1020.0,5.36671295499437,0.8913279847331431,6.950435862083999
1030.0,5.36732116228517,0.890777835953845,6.951036722056766
1040.0,5.367839102178975,0.8903039404130202,6.951552113152539
1050.0,5.3682801316849895,0.8898958463750146,6.951994161056321
1060.0,5.368655643576755,0.8895445163407635,6.952373279835207
1070.0,5.368975355561741,0.8892421302777057,6.952698415264835
1080.0,5.369247576765419,0.8889819240047782,6.952977265928324
1090.0,5.36947936169684,0.8887580619695563,6.953216419298018
1100.0,5.369676716000004,0.8885655083092687,6.953421524424043
1110.0,5.3698447736365065,0.8883999015615224,6.9535974437228
1120.0,5.369987872381165,0.888257498399019,6.953748320933481
1130.0,5.370109710721523,0.8881350707433199,6.953877713685987
1140.0,5.370213449161514,0.8880298299340665,6.953988682720909
1150.0,5.370301770949893,0.8879393806923874,6.954083846033307
1160.0,5.370376929083959,0.8878616775848776,6.954165423070617
1170.0,5.3704409291799795,0.8877949083202065,6.9542353891567315
1180.0,5.370495340197796,0.8877375949876999,6.9542953236754625
1190.0,5.370541716450185,0.8876883298228059,6.954346763136412
1200.0,5.370581141097688,0.8876460559807472,6.9543908239501935
