time,P2,P7,P8
0.0,0.0,0.0,0.0
10.0,0.4976420069629674,0.01130087689187985,0.017687154365026866
20.0,0.9774044008822473,0.02217112310131331,0.040026770321170635
30.0,1.395481951918628,0.03132256161705,0.08214398456581337
40.0,1.7598051152183714,0.039027012642314673,0.1636341989335665
50.0,2.0772853699690725,0.04551856890480439,0.28732690468792754
60.0,2.353945550349362,0.05104737728071066,0.4417013798242454
70.0,2.595034104033991,0.05610460960898316,0.6120398042035965
80.0,2.8051246585306875,0.061955674594317826,0.7865453700579412
90.0,2.9882027863454534,0.07134295948883408,0.957425434980984
100.0,3.1477416137021246,0.0888947183655919,1.1200605345530128
110.0,3.2867677041260204,0.12078959424308226,1.2719593067888466
120.0,3.4079184322849048,0.17359847355528465,1.4119822520685157
130.0,3.5134915955603176,0.25270449016280594,1.539834582174941
140.0,3.6054852895633163,0.36096505064609785,1.6557415930096187
150.0,3.685610491670312,0.49813539512933147,1.7602392767222472
160.0,3.755195219427176,0.6611477462166226,1.854038350868673
170.0,3.8147309613320037,0.8449615853801172,1.9379358294350384
180.0,3.8625845457535393,1.0435797263287983,2.0127577308201494
190.0,3.892497816941158,1.2509239552887115,2.07932256265804
200.0,3.8909878608408937,1.4614368031118654,2.138418553967561
210.0,3.8388794288722563,1.6704094667963483,2.1907901050498673
220.0,3.7209738980756284,1.8740959965080821,2.237130470742248
230.0,3.5375748614963634,2.0696895025178956,2.2780785680924502
240.0,3.3050091979132485,2.2552227686312087,2.314218516162654
250.0,3.0456967617685438,2.42943695373619,2.346080952921016
260.0,2.779182090282766,2.5916454789325405,2.374145460770157
270.0,2.5189668834281753,2.741607622427858,2.3988436512817213
280.0,2.273051182387951,2.8794184819723494,2.4205625939938784
290.0,2.0455091293185643,3.005417172572494,2.4396483760133734
300.0,1.8379084450493306,3.1201125673324004,2.4564096476403114
310.0,1.6503160392448508,3.2241246892806408,2.4711210510322865
320.0,1.48194746426188,3.318139413656914,2.4840264126617018
330.0,1.3315692137731545,3.4028740906668946,2.4953412398283277
340.0,1.1977426530933242,3.479051314119198,2.5052502976072035
350.0,1.0789694759226633,3.547372883391754,2.5138652091198206
360.0,0.9737769212445604,3.608457147699331,2.521016360346902
370.0,0.8807674619701222,3.6626544352016452,2.525816981408788
380.0,0.7986491617391794,3.7097086920397384,2.5263300185908686
390.0,0.726255593535728,3.748394210749384,2.519659705507257
400.0,0.6625589319240514,3.77626443582445,2.5023081371782934
410.0,0.606679388558281,3.789498516401528,2.4705378988407776
420.0,0.5578973486435728,3.7827775214944737,2.4208286989985366
430.0,0.5156788571638985,3.749277721035567,2.350644342794839
440.0,0.4797320925584966,3.681069391473119,2.2592988403910166
450.0,0.45012890877925915,3.5702998138500806,2.1484692673591685
460.0,0.4275637415256729,3.4114079580224104,2.022035830541554
470.0,0.4139030633987716,3.2039673131188158,1.885276498368749
480.0,0.4133255406834548,2.9547107086839612,1.743795723249794
490.0,0.43448825780335737,2.677007477228043,1.6026278824894937
500.0,0.49360959290082324,2.387565756346518,1.4657403841233183
510.0,0.6149733065168764,2.102214511941546,1.335914303512466
520.0,0.8193391583264822,1.832971875188112,1.214862597899251
530.0,1.1007690984379788,1.5871802373980584,1.1034482612670593
540.0,1.4235797941711223,1.3681201146502913,1.0019141528303943
550.0,1.7488101534487095,1.1761869097312185,0.9100827480818725
560.0,2.052899559304448,1.0100198328941823,0.8275135162724615
570.0,2.326702616986115,0.8673511665826671,0.7536209789512066
580.0,2.568889619772274,0.7455624573972498,0.6877638060890056
590.0,2.7813740211941917,0.64201349347586,0.6293216443041576
600.0,2.9671123239228563,0.5542182651259397,0.5777856207835385
610.0,3.129200264235123,0.4799263512855756,0.5328961937267153
620.0,3.2705417896498794,0.41714950767535697,0.4948503049095714
630.0,3.3937492559319598,0.36415845956906173,0.4645292482343642
640.0,3.501131759615356,0.3194647225461095,0.4433601444840069
650.0,3.5947146585952146,0.28179548938955173,0.4320775157144588
660.0,3.6762682825823942,0.2500660801755455,0.4292790378719625
670.0,3.7473375819799295,0.22335348841125252,0.43176787928096033
680.0,3.809269817058234,0.2008727013625701,0.43603987545611617
690.0,3.863239437715385,0.18195612653953946,0.43935712601665206
700.0,3.9102700754821695,0.16603648114971722,0.4400728192126344
710.0,3.9512538305331817,0.15263304811757025,0.4375068665963811
720.0,3.986968140210278,0.141340390066627,0.4316677880694143
730.0,4.018090496714505,0.13181840561271732,0.42297309439750297
740.0,4.045211310110024,0.12378303924550102,0.41202917811784434
750.0,4.0688450728393475,0.11699756480745517,0.39948457445995106
760.0,4.089440126736943,0.11126465927824208,0.3859429771928978
770.0,4.107387173584492,0.1064195087615456,0.37192050412821476
780.0,4.1230266790952905,0.10232404224504675,0.35783245568286437
790.0,4.136655335153563,0.09886222788589047,0.3439961909234993
800.0,4.148531686359663,0.09593628502547408,0.33064245060728364
810.0,4.1588810303037125,0.09346364215361706,0.3179296251426757
820.0,4.167899691208377,0.09137447051106252,0.3059581033200737
830.0,4.175758773723877,0.08960964339435566,0.29478334186734895
840.0,4.182607386676599,0.08811909176040411,0.28442701189774744
850.0,4.188575440710009,0.08686043671112623,0.2748859649900839
860.0,4.193776149981323,0.08579778930077266,0.2661393169405589
870.0,4.198308180546755,0.08490076308484272,0.2581541597737017
880.0,4.202257505674665,0.084143649773446,0.25088990767035485
890.0,4.205699046824945,0.08350470302783518,0.24430144281384075
900.0,4.208698092587697,0.082965534408022,0.2383414534776814
910.0,4.211311535812899,0.08251060077906855,0.2329622143565509
920.0,4.213588956392924,0.08212676762632704,0.22811680594585435
930.0,4.215573546589189,0.08180294570963749,0.2237598938827286
940.0,4.2173029475494115,0.08152976853826688,0.21984832701607523
950.0,4.2188099814204945,0.0812993180315362,0.21634152103331158
960.0,4.220123255512059,0.0811049071885615,0.21320158999274508
970.0,4.221267688952484,0.0809408976101982,0.2103933860161109
980.0,4.222264986104732,0.08080253669684771,0.20788448297323578
990.0,4.223134057396302,0.0806858151982294,0.2056451104835492
1000.0,4.2238913858076375,0.08058734805503498,0.20364805825546756
1010.0,4.224551339171943,0.08050427750722977,0.20186855200840284
1020.0,4.225126442197797,0.08043419142680773,0.20028410354120035
1030.0,4.225627605053907,0.08037505750700946,0.19887433874460633
1040.0,4.22606433247084,0.08032516266017234,0.19762083039472042
1050.0,4.22644490794927,0.08028306146083795,0.19650694792422344
1060.0,4.226776551223277,0.08024753417358547,0.19551771731774278
1070.0,4.227065554232651,0.08021755187161006,0.19463967942359267
1080.0,4.227317399681051,0.08019224698631129,0.19386075014026083
1090.0,4.22753686447376,0.0801708882423788,0.19317009109449468
1100.0,4.227728101048018,0.08015286183744834,0.1925580042073774
1110.0,4.227894744330464,0.08013764545880311,0.19201579690200452
1120.0,4.228039945069169,0.08012480321835647,0.19153571907236358
1130.0,4.228166476226042,0.08011395959370106,0.19111081507511907
1140.0,4.228276745022515,0.08010480030712963,0.19073486836975467
1150.0,4.228372834379351,0.0800970644699744,0.1904023730318888
1160.0,4.228456585702177,0.08009052528580314,0.19010839185868317
1170.0,4.22852957184169,0.08008499991070478,0.18984858473547875
1180.0,4.228593179059901,0.08008033040601352,0.18961906751603938
1190.0,4.228648608232049,0.08007638446297807,0.18941637002571368
1200.0,4.228696907280012,0.08007305048244759,0.18923742091845103
