time,P2,P7,P8
0.0,0.0,0.0,0.0
10.0,0.4976420069636049,0.011300876891930503,0.01789868332773243
20.0,0.9774044009671151,0.022171123260199804,0.05056390486590542
30.0,1.3954819519148376,0.031322650626205255,0.15450798329354554
40.0,1.7598051152197058,0.03904403368232812,0.39436635494200417
50.0,2.077285369976024,0.046394840529786874,0.7789720537828704
60.0,2.35394555041874,0.0666661073274863,1.2694010336080397
70.0,2.5950340825448404,0.17771226815263721,1.816138399370958
80.0,2.805106062249624,0.5238326739629584,2.3794648314005094
90.0,2.985529465987844,1.092359660415257,2.93305906105697
100.0,3.0878428204862307,1.7302985207864687,3.4612213712564994
110.0,2.9748846127621724,2.3379814110814343,3.955384248074754
120.0,2.707694674702819,2.8806870164336584,4.411519724435801
130.0,2.414275934619391,3.3523953909633675,4.828444723560819
140.0,2.1389467415136836,3.757227331568073,5.206735361746279
150.0,1.8915360778687358,4.102392321196821,5.548025659623456
160.0,1.6725690937800153,4.395599308549082,5.854550351380638
170.0,1.480027480501631,4.644114870391164,6.128843341547572
180.0,1.3112609963310802,4.854451401809226,6.373526364134113
190.0,1.1635922997617634,5.032304971437519,6.591088602944328
200.0,1.0345186141335279,5.182592234155827,6.783366272142917
210.0,0.9217733663522384,5.309523074029068,6.950329134814541
220.0,0.823334951311593,5.4166818984293466,7.08868661582644
230.0,0.7374149047275684,5.507107281347894,7.191618752458938
240.0,0.6624384673692112,5.583366135165256,7.249737253940631
250.0,0.5970230708210299,5.64761954173037,7.252317680216091
260.0,0.5399571616301151,5.701677744527815,7.18858741497252
270.0,0.4901803994137836,5.747042886791807,7.049897135846687
280.0,0.44676562232462436,5.784938261133312,6.832631117592825
290.0,0.4089026700626205,5.816320695349838,6.540464827488143
300.0,0.37588401404550564,5.841868919430846,6.184691570493849
310.0,0.3470920856446366,5.861934732514621,5.7822531699493736
320.0,0.32198818118079914,5.876433504648101,5.352367966882065
330.0,0.3001028312100764,5.8846351227856974,4.913246880548313
340.0,0.2810275867978698,5.884792120359407,4.479958451534782
350.0,0.26440823707215827,5.873521081386359,4.063626409905296
360.0,0.24993964984773626,5.844861504151441,3.67159065049172
370.0,0.2373627427346743,5.7890698633327355,3.308049648336527
380.0,0.22646476926726788,5.691654544333816,2.974829601360375
390.0,0.21708567581033672,5.534069080409556,2.6720910346502187
400.0,0.20913708995396227,5.298246466707337,2.398900257180097
410.0,0.2026501529600383,4.975495228851472,2.153656348311312
420.0,0.19789294239182623,4.574803443800845,1.934393243596297
430.0,0.1956590509242856,4.122468613642123,1.738984742493967
440.0,0.19797816036298896,3.652092441320141,1.5652784520523189
450.0,0.20979873976043822,3.1933250624520197,1.4111802987499604
460.0,0.2425440704456608,2.7661917160645477,1.2747047401385525
470.0,0.31928404352057527,2.381099911672812,1.1540021826725926
480.0,0.4736163889312755,2.04138206541122,1.0473713289266546
490.0,0.7255952265751886,1.7460302809435415,0.9532617870711186
500.0,1.0521736409933784,1.491749789228887,0.8702705798819123
510.0,1.4042842674142346,1.2742691593183317,0.7971351247704584
520.0,1.744105969213442,1.0890962276370493,0.7327249849246203
530.0,2.0542825337620902,0.9319178367127677,0.6760354094757264
540.0,2.330218335679583,0.7987882033517272,0.6261868885183431
550.0,2.5728971740685624,0.686198471702085,0.5824382472887976
560.0,2.785247896709907,0.5910828183976734,0.5442330106564603
570.0,2.97064258227784,0.5107930161372861,0.5113274997794789
580.0,3.1323396879145657,0.44305936580038574,0.48409107319694067
590.0,3.2733036724479296,0.3859478631717563,0.4640991027641118
600.0,3.3961670373355677,0.33781930886223194,0.4551660996764395
610.0,3.503243415370019,0.2972955623670508,0.4646885301936532
620.0,3.596556898245887,0.2632430894363364,0.5027695893048377
630.0,3.677874598146677,0.23479743568829758,0.5747315744389024
640.0,3.7487377937109145,0.21146342810353203,0.6736485085158118
650.0,3.810490182824943,0.1932612986739051,0.7836563607437657
660.0,3.8643029559541584,0.1806914848581304,0.8883118390843349
670.0,3.911196835698974,0.1742487964793656,0.975707575971365
680.0,3.95206135694829,0.17366526356984302,1.0395766514352456
690.0,3.987671705563338,0.17750990395994917,1.0783648483603943
700.0,4.018703408991991,0.18350106428679938,1.093713030052403
710.0,4.0457451507173205,0.1892564119672379,1.089035306551064
720.0,4.069309943258291,0.19296434943027643,1.0684362578554678
730.0,4.089844859884826,0.19368360881063307,1.0359999406550093
740.0,4.107739503689024,0.19128442965537007,0.9953913696365697
750.0,4.123333381410175,0.18619568683417057,0.9496828475296342
760.0,4.1369223324978455,0.17911998938710944,0.901322511242099
770.0,4.148764145487292,0.1708095570260002,0.8521807945979295
780.0,4.159083452537853,0.16193133754319095,0.803632342346096
790.0,4.168075998312094,0.1530080549172026,0.756646478440657
800.0,4.175912359909736,0.14440960347971055,0.711872700064159
810.0,4.182741184059785,0.13637157656982782,0.6697151340380669
820.0,4.188692007799224,0.1290236657310027,0.630394076415099
830.0,4.193877713782545,0.12241847880267957,0.5939951619455212
840.0,4.198396670570737,0.11655623032900352,0.5605077616850731
850.0,4.202334608672587,0.1114042371760431,0.5298547683760255
860.0,4.205766231170565,0.10691075683926982,0.5019143524523825
870.0,4.208756634545262,0.10301476331732615,0.47653662236069627
880.0,4.211362548744386,0.09965249238918503,0.4535559436291788
890.0,4.213633408770909,0.09676148916266678,0.4327996712851271
900.0,4.215612293866953,0.09428295341105865,0.41409441123751417
910.0,4.217336741329885,0.09216296879758051,0.39727034702358677
920.0,4.218839459771751,0.09035302655223638,0.3821641981333303
930.0,4.220148961493805,0.08881012632023165,0.36862123422353216
940.0,4.221290097907933,0.08749654268876181,0.35649629625804485
950.0,4.222284519023441,0.08637931162085727,0.3456541888537864
960.0,4.22315108492618,0.08542983542064476,0.3359698419090368
